,Year,Yield,soil_bdod_5-15cm_mean,soil_cec_5-15cm_mean,soil_cfvo_5-15cm_mean,soil_clay_5-15cm_mean,soil_nitrogen_5-15cm_mean,soil_ocd_5-15cm_mean,soil_ocs_0-30cm_mean,soil_phh2o_5-15cm_mean,soil_sand_5-15cm_mean,soil_silt_5-15cm_mean,soil_soc_5-15cm_mean,EVI,GNDVI,GDVI,GOSAVI,tmmx,tmmn,vpd,pr,GDVI_max,GDVI_min,GNDVI_max,GNDVI_min,GOSAVI_max,GOSAVI_min,EVI_max,EVI_min,AVI_max,AVI_min,EVI2_max,EVI2_min,NDVI_max,NDVI_min,GDVI_mean,GNDVI_mean,GOSAVI_mean,EVI_mean,AVI_mean,EVI2_mean,NDVI_mean,GDVI_std,GNDVI_std,GOSAVI_std,EVI_std,AVI_std,EVI2_std,NDVI_std
0,2016,7.486330920838767,118.12563195938306,247.0941014731231,144.77400120058877,401.71103460367283,1499.940741309892,342.9690558534643,67.84808693786208,62.022817121450295,334.3033528383872,263.14624604612123,280.05713227006714,0.9411603287153241,0.4975666737375843,1747.1387756394495,0.500166492417774,272.33453476952945,115.77866998582837,86.13338997540477,86.41978639020142,2230.7170320359983,1286.8300316216287,0.6090159420305615,0.4325844445775325,0.6097397113719436,0.42488388103518365,13.223265226900722,0.0,1387.193694560158,977.0243999070439,1.5369333360535475,0.6293287585991382,0.6097292984421642,0.4297969187577034,1751.9131160590102,0.5050590716722504,0.5051273008254735,3.5757323232189213,1186.5255710852673,1.0957505773642768,0.5037463710125133,353.96970897156984,0.06324910979587792,0.06325751996370307,4.563433827314984,131.3476328141059,0.3059378783375527,0.0648747705239542
1,2016,7.469197171859206,117.84842584839187,247.01581247513286,144.64969012223474,401.99477676768237,1514.3641942759868,341.6564643302519,67.94959543372924,61.97949193789816,336.0206332861984,262.64630506017375,279.7142537279961,0.9683106918229397,0.5003356983260328,1747.8455321796268,0.5000040624402696,272.6073582178791,115.53458773848283,85.84260217729694,85.64833098807065,2226.494465396562,1278.544129957515,0.6103474708730234,0.4327571640719176,0.6103301018805739,0.43321850565849596,13.146756135190447,0.0,1386.1024982899999,976.7334928721664,1.5394639198921098,0.629041780294033,0.6098540293024823,0.42919901810770117,1750.449795938945,0.5055707694379042,0.5054250231432865,3.5760403488051145,1186.8578996196513,1.097792849133888,0.5045085499218257,347.19642721119783,0.06311932072801499,0.06565575846214104,4.53674476297874,132.0940273518265,0.30779619730091917,0.06285538539303447
2,2017,7.524423464719025,118.06253509620574,246.66345314065074,145.0228299397638,402.07291486871816,1488.1503595676895,342.8340219608144,67.95159773372684,62.04558432027342,334.0978277539673,263.3508066699718,280.9038681189493,0.8874335415114355,0.5004856369517995,1751.647459702716,0.4994442016874187,272.2290639338503,116.27086308917363,86.5401794163577,85.90893434407613,2238.0395346791356,1274.0955659277333,0.6097435586506857,0.4290691164067527,0.6098652165318548,0.4272575493159121,13.226893412099212,0.0,1387.862653931572,977.4560839095801,1.5398291988479085,0.6322115434451341,0.6097576667841442,0.4249997849129474,1748.0749582944466,0.5052879503075962,0.5062572482468329,3.5517758053050765,1187.4386353711361,1.0929334569157254,0.5049472526333085,346.6362240658004,0.06326644397023842,0.0643666322496245,4.547918885054938,133.11847209164566,0.3025699324035029,0.06383186654763719
3,2016,7.505385392460262,117.99007563789026,246.05554036868025,144.93274889081218,400.9508326590966,1506.6700693960638,340.7268024065706,68.25146281530581,61.926830359658105,334.8164033647232,262.54101140174885,277.7249001782198,0.9679359007496764,0.5009072531041708,1746.9983819960544,0.49954175638015913,272.4740160659611,115.88619134708996,86.37990203227669,86.37998147405563,2241.066872733835,1271.5788813928853,0.6099757503486503,0.42641832135347413,0.6104525897034405,0.4272097879197754,13.189297338156223,0.0,1387.511248158475,979.5668478882704,1.5380812540007598,0.6368895518042298,0.6094879596875372,0.427902754371793,1747.8995618014897,0.5053721252467739,0.505466915779704,3.5490489023910774,1184.9560226960205,1.0936653262791554,0.5058711049333678,343.65715378481053,0.06387702685291,0.06376156213258445,4.552980295292001,131.28209882019482,0.30553787846977537,0.06559268805147829
4,2017,7.55417669584541,117.97466930099817,247.18320751144128,145.2856278715589,401.3578921792734,1507.6100229474466,343.1383266131805,67.67130045729586,62.01575189672069,335.4647184289708,263.52479649899556,280.465775948207,0.8988230087846212,0.49882517780704777,1746.6577199551275,0.4995424409770201,272.6958915981438,116.06000141549681,85.45560624768576,88.88797628501301,2229.7317930613276,1274.82701644238,0.6094312050186419,0.43205439972933574,0.609485393369615,0.4328152791115587,13.26343039247716,0.0,1387.3853031222304,976.596797754568,1.5408728152673818,0.6322854585631119,0.6109820157717887,0.43083065779779695,1745.827796587616,0.5047506199897542,0.5034707070291872,3.5631334327953126,1187.7181788313683,1.0937575625160787,0.5059622136385229,352.84728303365995,0.06435401058557932,0.06299429048186474,4.497080794833625,131.846349830305,0.3077970035103592,0.06356385105744959
5,2017,7.5155501622212855,118.00326328646902,248.013710759343,144.60409404791733,401.6890542520434,1505.070838426364,343.5778462558807,68.26449230075593,62.00910501815379,334.7917511930768,263.18075437866776,279.9687261435791,0.8298281259995851,0.4996850308181002,1749.8451748446018,0.5010910114882826,272.7360447125024,116.49882137394613,85.8490969214336,87.68820119553627,2240.8945759647927,1261.4733033744853,0.6097587738792369,0.43029183044498526,0.6108071303543937,0.4253594732396642,13.144237862496938,0.0,1386.9640066607203,980.3574469817171,1.5394049270396846,0.6355730123902266,0.6102968799566338,0.434002195703057,1748.6680262097632,0.5039778409469109,0.5041451297337263,3.5483672475016945,1186.668666351926,1.0968851716004635,0.5052897242620231,345.8722567670286,0.06353314946623732,0.0636446866365278,4.500544149397761,132.03209861315204,0.30762988819664555,0.06406881253907322
6,2016,7.535263621234099,117.98856917597917,248.83463885421966,144.4057760947676,401.7783640122746,1530.9385784737165,341.8427514867342,67.92563404758634,61.92266721497308,334.6568096516896,262.97317743857195,278.88368001039663,0.9436734903064412,0.49900379353190655,1753.435050383635,0.49973359960013064,272.3677283221703,115.54092069626198,85.73299237086202,86.52399509947986,2233.8718464370454,1270.1708753355817,0.6099520452149556,0.42833971065150145,0.6100168521342121,0.43144121646291284,13.042328086901797,0.0,1390.7249420507671,976.195949525747,1.5409649972069805,0.6312571028332398,0.6104621568658786,0.42877898234614303,1745.7811805443537,0.505313254178448,0.5057316318421645,3.564827054864394,1188.3761330902412,1.094829861974628,0.5057542197176819,351.0141508354537,0.06308842517515435,0.06284589839906918,4.543682638283083,133.47107626648454,0.3055279148115019,0.06447358930661007
7,2016,7.520337499344328,118.0364269624995,246.75218821652416,144.64064851491054,400.8093592936821,1504.1130872901244,342.20961794417207,67.82815387547033,62.06886344023015,334.615959311403,262.50520236890384,277.4764354443372,0.8568611685853411,0.4992114273280066,1749.0895800133992,0.4999903605617583,272.32084694358514,115.5747724620676,86.27641461400975,85.22545139878565,2235.086089622634,1264.973632860668,0.6100832971702463,0.4316550773380038,0.6095448832940338,0.42918723846811857,13.17495000814457,0.0,1388.0032263743421,977.4490671827557,1.5398390494922964,0.6393847030769386,0.6104180423367501,0.42839845460135945,1749.8529438354976,0.50596749568498,0.5035500931026158,3.5373291044386335,1187.2716119838824,1.091537347003548,0.5046032459202208,344.9262637386637,0.06444371129410197,0.0633022219867752,4.49835505071345,133.67404933749452,0.30827793745523163,0.06261073516173384
8,2017,7.402900073768815,118.03396950927787,247.02932159597702,144.99394886110838,401.7949033299551,1524.3357791331632,341.65849951524063,68.00044076261533,61.99313496882114,333.023097306084,263.787322003851,280.2895019921356,0.9512728715211447,0.4981685243206337,1751.7987799589525,0.4992881797804113,272.6624163548138,115.44372769080098,85.78404824752657,86.717220786221,2237.0308161096827,1282.4633377777072,0.60967320309904,0.4328372398887262,0.6097886653371251,0.434248693362991,13.206244171173028,0.0,1385.1661226055855,977.4385368804715,1.54363769332274,0.6276905729553235,0.610499993437932,0.42989019347407803,1748.0838997550736,0.5044830014077553,0.5053743962678682,3.5376130553149725,1186.4843174467674,1.0947171191155523,0.503570657411308,347.3507083633714,0.06389404638557114,0.06391891641171234,4.534487471183617,132.7705625131509,0.31206997962266564,0.06357283613752114
9,2017,7.514356209385481,118.07783901050313,247.48797671469606,145.0941099915097,402.3268781214605,1508.8785107228478,342.1531699802191,68.28021815207237,61.9911690253542,334.68566469019305,263.4531301767241,279.9123032380196,0.9748358768860693,0.498581337647258,1750.612912621008,0.5006638565367632,272.51771064161943,115.63607376540214,86.25916200798525,86.89939705291691,2237.746953842285,1268.355390065113,0.6095505435614726,0.43211090363389953,0.6104946280389315,0.4274363933077632,13.28164419767082,0.0,1388.586112962618,977.3718611896667,1.5408747090242234,0.6255499923828169,0.6100794968118203,0.42712757274922464,1753.4552141459155,0.506233237588292,0.5044849224472507,3.532633457755123,1188.5727301447748,1.0943668226547865,0.5050747924061532,352.5800228421399,0.06317221325008357,0.0637199686363593,4.494851541840572,132.29202249679406,0.3087708588292032,0.06297025912619848
